dataset,epoch,question_type,question_class_size,model,loss_function,train_loss,train_acc,test_acc,label_size_i,label_size_comp,label_size_cand
Cifar10,249,Which_one,6,MLP,MAE_LOSS,0.3687027908861637,0.7346,0.4328,5918.0,4082.0,
Cifar10,250,Which_one,6,MLP,MAE_LOSS,0.3637834839522839,0.7362,0.4334,5918.0,4082.0,
Cifar10,251,Which_one,6,MLP,MAE_LOSS,0.36218096539378164,0.7302,0.4362,5918.0,4082.0,
Cifar10,252,Which_one,6,MLP,MAE_LOSS,0.38453410714864733,0.727,0.4365,5918.0,4082.0,
Cifar10,253,Which_one,6,MLP,MAE_LOSS,0.3727865174412727,0.737,0.4369,5918.0,4082.0,
Cifar10,254,Which_one,6,MLP,MAE_LOSS,0.3671808522194624,0.7306,0.4299,5918.0,4082.0,
Cifar10,255,Which_one,6,MLP,MAE_LOSS,0.3703500770032406,0.7334,0.4294,5918.0,4082.0,
Cifar10,256,Which_one,6,MLP,MAE_LOSS,0.38062826693058016,0.7353,0.4307,5918.0,4082.0,
Cifar10,257,Which_one,6,MLP,MAE_LOSS,0.3603257857263088,0.7376,0.44,5918.0,4082.0,
Cifar10,258,Which_one,6,MLP,MAE_LOSS,0.3584788367152214,0.7351,0.4356,5918.0,4082.0,
Cifar10,259,Which_one,6,MLP,MAE_LOSS,0.3650889493525028,0.7305,0.4259,5918.0,4082.0,
Cifar10,260,Which_one,6,MLP,MAE_LOSS,0.3743039555847645,0.7303,0.435,5918.0,4082.0,
Cifar10,261,Which_one,6,MLP,MAE_LOSS,0.38670667372643946,0.7149,0.4268,5918.0,4082.0,
Cifar10,262,Which_one,6,MLP,MAE_LOSS,0.3811613113735802,0.7329,0.4329,5918.0,4082.0,
Cifar10,263,Which_one,6,MLP,MAE_LOSS,0.3905718311667442,0.7285,0.4276,5918.0,4082.0,
Cifar10,264,Which_one,6,MLP,MAE_LOSS,0.38167676478624346,0.7313,0.4343,5918.0,4082.0,
Cifar10,265,Which_one,6,MLP,MAE_LOSS,0.3825717464089394,0.7301,0.4388,5918.0,4082.0,
Cifar10,266,Which_one,6,MLP,MAE_LOSS,0.3776999622583389,0.7331,0.433,5918.0,4082.0,
Cifar10,267,Which_one,6,MLP,MAE_LOSS,0.38460694029927256,0.7232,0.4342,5918.0,4082.0,
Cifar10,268,Which_one,6,MLP,MAE_LOSS,0.3881338929757476,0.7281,0.4301,5918.0,4082.0,
Cifar10,269,Which_one,6,MLP,MAE_LOSS,0.40536544322967527,0.7145,0.4247,5918.0,4082.0,
Cifar10,270,Which_one,6,MLP,MAE_LOSS,0.3965580627322197,0.7335,0.4363,5918.0,4082.0,
Cifar10,271,Which_one,6,MLP,MAE_LOSS,0.36093008210882543,0.7296,0.4351,5918.0,4082.0,
Cifar10,272,Which_one,6,MLP,MAE_LOSS,0.37339097384829073,0.7283,0.4332,5918.0,4082.0,
Cifar10,273,Which_one,6,MLP,MAE_LOSS,0.3693916969001293,0.7335,0.4345,5918.0,4082.0,
Cifar10,274,Which_one,6,MLP,MAE_LOSS,0.3692915432155132,0.7289,0.4291,5918.0,4082.0,
Cifar10,275,Which_one,6,MLP,MAE_LOSS,0.37499874383211135,0.7283,0.4306,5918.0,4082.0,
Cifar10,276,Which_one,6,MLP,MAE_LOSS,0.3692738749086857,0.7342,0.4331,5918.0,4082.0,
Cifar10,277,Which_one,6,MLP,MAE_LOSS,0.35758020356297493,0.7373,0.4358,5918.0,4082.0,
Cifar10,278,Which_one,6,MLP,MAE_LOSS,0.35258696749806406,0.739,0.4382,5918.0,4082.0,
Cifar10,279,Which_one,6,MLP,MAE_LOSS,0.3448637954890728,0.7407,0.4413,5918.0,4082.0,
Cifar10,280,Which_one,6,MLP,MAE_LOSS,0.3563619777560234,0.7384,0.4357,5918.0,4082.0,
Cifar10,281,Which_one,6,MLP,MAE_LOSS,0.3486153244972229,0.7413,0.4382,5918.0,4082.0,
Cifar10,282,Which_one,6,MLP,MAE_LOSS,0.34298146069049834,0.7355,0.4353,5918.0,4082.0,
Cifar10,283,Which_one,6,MLP,MAE_LOSS,0.35080800503492354,0.738,0.4401,5918.0,4082.0,
Cifar10,284,Which_one,6,MLP,MAE_LOSS,0.34888624027371407,0.7376,0.4341,5918.0,4082.0,
Cifar10,285,Which_one,6,MLP,MAE_LOSS,0.3503917410969734,0.7377,0.4341,5918.0,4082.0,
Cifar10,286,Which_one,6,MLP,MAE_LOSS,0.35440942719578744,0.7384,0.431,5918.0,4082.0,
Cifar10,287,Which_one,6,MLP,MAE_LOSS,0.3538068301975727,0.7387,0.4385,5918.0,4082.0,
Cifar10,288,Which_one,6,MLP,MAE_LOSS,0.3507184190675616,0.7339,0.4421,5918.0,4082.0,
Cifar10,289,Which_one,6,MLP,MAE_LOSS,0.35635284511372445,0.7348,0.4344,5918.0,4082.0,
Cifar10,290,Which_one,6,MLP,MAE_LOSS,0.3726065881550312,0.7375,0.4368,5918.0,4082.0,
Cifar10,291,Which_one,6,MLP,MAE_LOSS,0.36145576238632204,0.7393,0.433,5918.0,4082.0,
Cifar10,292,Which_one,6,MLP,MAE_LOSS,0.3749603770673275,0.7293,0.4352,5918.0,4082.0,
Cifar10,293,Which_one,6,MLP,MAE_LOSS,0.37021796498447657,0.7349,0.4296,5918.0,4082.0,
Cifar10,294,Which_one,6,MLP,MAE_LOSS,0.37451553978025914,0.733,0.427,5918.0,4082.0,
Cifar10,295,Which_one,6,MLP,MAE_LOSS,0.3645093161612749,0.7378,0.4333,5918.0,4082.0,
Cifar10,296,Which_one,6,MLP,MAE_LOSS,0.36519001573324206,0.7354,0.4328,5918.0,4082.0,
Cifar10,297,Which_one,6,MLP,MAE_LOSS,0.3677377223968506,0.733,0.4244,5918.0,4082.0,
Cifar10,298,Which_one,6,MLP,MAE_LOSS,0.3807684663683176,0.7339,0.4336,5918.0,4082.0,
Cifar10,299,Which_one,6,MLP,MAE_LOSS,0.37397334799170495,0.7342,0.4353,5918.0,4082.0,
Cifar10,300,Which_one,6,MLP,MAE_LOSS,0.3671998668462038,0.7354,0.4253,5918.0,4082.0,
Cifar10,1,Which_one,7,MLP,MAE_LOSS,1.4317023575305938,0.3583,0.3452,7013.0,2987.0,
Cifar10,2,Which_one,7,MLP,MAE_LOSS,1.2651126444339753,0.3903,0.3651,7013.0,2987.0,
Cifar10,3,Which_one,7,MLP,MAE_LOSS,1.199681580066681,0.4187,0.3794,7013.0,2987.0,
Cifar10,4,Which_one,7,MLP,MAE_LOSS,1.1550529688596725,0.432,0.3796,7013.0,2987.0,
Cifar10,5,Which_one,7,MLP,MAE_LOSS,1.1049296349287032,0.4695,0.3957,7013.0,2987.0,
Cifar10,6,Which_one,7,MLP,MAE_LOSS,1.0523750990629197,0.4804,0.3951,7013.0,2987.0,
Cifar10,7,Which_one,7,MLP,MAE_LOSS,1.0382329255342484,0.4931,0.4015,7013.0,2987.0,
Cifar10,8,Which_one,7,MLP,MAE_LOSS,1.0064675390720368,0.4981,0.4051,7013.0,2987.0,
Cifar10,9,Which_one,7,MLP,MAE_LOSS,0.9557389259338379,0.5311,0.4124,7013.0,2987.0,
Cifar10,10,Which_one,7,MLP,MAE_LOSS,0.9165585815906525,0.5341,0.4121,7013.0,2987.0,
Cifar10,11,Which_one,7,MLP,MAE_LOSS,0.881633073091507,0.5539,0.4194,7013.0,2987.0,
Cifar10,12,Which_one,7,MLP,MAE_LOSS,0.854647409915924,0.5607,0.417,7013.0,2987.0,
Cifar10,13,Which_one,7,MLP,MAE_LOSS,0.8473906248807908,0.5561,0.414,7013.0,2987.0,
Cifar10,14,Which_one,7,MLP,MAE_LOSS,0.8219840407371521,0.5812,0.4246,7013.0,2987.0,
Cifar10,15,Which_one,7,MLP,MAE_LOSS,0.7944203704595566,0.5883,0.4243,7013.0,2987.0,
Cifar10,16,Which_one,7,MLP,MAE_LOSS,0.7599953442811966,0.6056,0.4227,7013.0,2987.0,
Cifar10,17,Which_one,7,MLP,MAE_LOSS,0.7398518681526184,0.5992,0.42,7013.0,2987.0,
Cifar10,18,Which_one,7,MLP,MAE_LOSS,0.7336819976568222,0.6068,0.4205,7013.0,2987.0,
Cifar10,19,Which_one,7,MLP,MAE_LOSS,0.7100267708301544,0.6206,0.4231,7013.0,2987.0,
Cifar10,20,Which_one,7,MLP,MAE_LOSS,0.6841994285583496,0.6307,0.4246,7013.0,2987.0,
Cifar10,21,Which_one,7,MLP,MAE_LOSS,0.6785639673471451,0.6338,0.4249,7013.0,2987.0,
Cifar10,22,Which_one,7,MLP,MAE_LOSS,0.661964125931263,0.6399,0.4329,7013.0,2987.0,
Cifar10,23,Which_one,7,MLP,MAE_LOSS,0.6548909157514572,0.6439,0.43,7013.0,2987.0,
Cifar10,24,Which_one,7,MLP,MAE_LOSS,0.6314863413572311,0.6497,0.4271,7013.0,2987.0,
Cifar10,25,Which_one,7,MLP,MAE_LOSS,0.6228176102042198,0.6544,0.4301,7013.0,2987.0,
Cifar10,26,Which_one,7,MLP,MAE_LOSS,0.6129816055297852,0.6595,0.4351,7013.0,2987.0,
Cifar10,27,Which_one,7,MLP,MAE_LOSS,0.6078254073858261,0.6583,0.4277,7013.0,2987.0,
Cifar10,28,Which_one,7,MLP,MAE_LOSS,0.6169481307268143,0.6587,0.4325,7013.0,2987.0,
Cifar10,29,Which_one,7,MLP,MAE_LOSS,0.5982169523835182,0.6618,0.425,7013.0,2987.0,
Cifar10,30,Which_one,7,MLP,MAE_LOSS,0.5896684020757675,0.67,0.4268,7013.0,2987.0,
Cifar10,31,Which_one,7,MLP,MAE_LOSS,0.593451377749443,0.6698,0.4333,7013.0,2987.0,
Cifar10,32,Which_one,7,MLP,MAE_LOSS,0.5855853706598282,0.6686,0.43,7013.0,2987.0,
Cifar10,33,Which_one,7,MLP,MAE_LOSS,0.591273945569992,0.6754,0.4304,7013.0,2987.0,
Cifar10,34,Which_one,7,MLP,MAE_LOSS,0.5715085014700889,0.6754,0.43,7013.0,2987.0,
Cifar10,35,Which_one,7,MLP,MAE_LOSS,0.5660797119140625,0.6658,0.4289,7013.0,2987.0,
Cifar10,36,Which_one,7,MLP,MAE_LOSS,0.5780600935220719,0.6754,0.4277,7013.0,2987.0,
Cifar10,37,Which_one,7,MLP,MAE_LOSS,0.5552302971482277,0.684,0.4342,7013.0,2987.0,
Cifar10,38,Which_one,7,MLP,MAE_LOSS,0.5415695101022721,0.6864,0.4308,7013.0,2987.0,
Cifar10,39,Which_one,7,MLP,MAE_LOSS,0.5357951864600181,0.6849,0.4333,7013.0,2987.0,
Cifar10,40,Which_one,7,MLP,MAE_LOSS,0.5345815226435662,0.682,0.4314,7013.0,2987.0,
Cifar10,41,Which_one,7,MLP,MAE_LOSS,0.5292078837752342,0.6946,0.4331,7013.0,2987.0,
Cifar10,42,Which_one,7,MLP,MAE_LOSS,0.5150798246264457,0.6946,0.4363,7013.0,2987.0,
Cifar10,43,Which_one,7,MLP,MAE_LOSS,0.5225913092494011,0.6874,0.4253,7013.0,2987.0,
Cifar10,44,Which_one,7,MLP,MAE_LOSS,0.5273500680923462,0.6872,0.4359,7013.0,2987.0,
Cifar10,45,Which_one,7,MLP,MAE_LOSS,0.5280130445957184,0.6869,0.4331,7013.0,2987.0,
Cifar10,46,Which_one,7,MLP,MAE_LOSS,0.5131988450884819,0.696,0.4367,7013.0,2987.0,
Cifar10,47,Which_one,7,MLP,MAE_LOSS,0.502965472638607,0.7042,0.4392,7013.0,2987.0,
Cifar10,48,Which_one,7,MLP,MAE_LOSS,0.49516810923814775,0.7009,0.4331,7013.0,2987.0,
Cifar10,49,Which_one,7,MLP,MAE_LOSS,0.49720699787139894,0.7067,0.4325,7013.0,2987.0,
Cifar10,50,Which_one,7,MLP,MAE_LOSS,0.4906908646225929,0.7052,0.4336,7013.0,2987.0,
Cifar10,51,Which_one,7,MLP,MAE_LOSS,0.48478383123874663,0.7137,0.4335,7013.0,2987.0,
Cifar10,52,Which_one,7,MLP,MAE_LOSS,0.47109135836362837,0.7128,0.4414,7013.0,2987.0,
Cifar10,53,Which_one,7,MLP,MAE_LOSS,0.4622462809085846,0.7162,0.4353,7013.0,2987.0,
Cifar10,54,Which_one,7,MLP,MAE_LOSS,0.469826477766037,0.7112,0.4356,7013.0,2987.0,
Cifar10,55,Which_one,7,MLP,MAE_LOSS,0.45705227106809615,0.7162,0.4417,7013.0,2987.0,
Cifar10,56,Which_one,7,MLP,MAE_LOSS,0.4632486909627914,0.7154,0.4344,7013.0,2987.0,
Cifar10,57,Which_one,7,MLP,MAE_LOSS,0.4700247928500175,0.7194,0.4415,7013.0,2987.0,
Cifar10,58,Which_one,7,MLP,MAE_LOSS,0.4679370477795601,0.7159,0.4371,7013.0,2987.0,
Cifar10,59,Which_one,7,MLP,MAE_LOSS,0.46041953563690186,0.7199,0.4438,7013.0,2987.0,
Cifar10,60,Which_one,7,MLP,MAE_LOSS,0.4514737486839294,0.7223,0.4391,7013.0,2987.0,
Cifar10,61,Which_one,7,MLP,MAE_LOSS,0.451647175103426,0.7205,0.439,7013.0,2987.0,
Cifar10,62,Which_one,7,MLP,MAE_LOSS,0.4436780147254467,0.7225,0.4389,7013.0,2987.0,
Cifar10,63,Which_one,7,MLP,MAE_LOSS,0.44813246726989747,0.723,0.4347,7013.0,2987.0,
Cifar10,64,Which_one,7,MLP,MAE_LOSS,0.44489951580762865,0.7223,0.4373,7013.0,2987.0,
Cifar10,65,Which_one,7,MLP,MAE_LOSS,0.43959499448537825,0.7239,0.4361,7013.0,2987.0,
Cifar10,66,Which_one,7,MLP,MAE_LOSS,0.4476729616522789,0.725,0.436,7013.0,2987.0,
Cifar10,67,Which_one,7,MLP,MAE_LOSS,0.4355508923530579,0.7255,0.4416,7013.0,2987.0,
Cifar10,68,Which_one,7,MLP,MAE_LOSS,0.43407054245471954,0.7281,0.4402,7013.0,2987.0,
Cifar10,69,Which_one,7,MLP,MAE_LOSS,0.4310855001211166,0.7266,0.4388,7013.0,2987.0,
Cifar10,70,Which_one,7,MLP,MAE_LOSS,0.4315204381942749,0.7271,0.4366,7013.0,2987.0,
Cifar10,71,Which_one,7,MLP,MAE_LOSS,0.4329126663506031,0.7281,0.4385,7013.0,2987.0,
Cifar10,72,Which_one,7,MLP,MAE_LOSS,0.46873606741428375,0.7138,0.4326,7013.0,2987.0,
Cifar10,73,Which_one,7,MLP,MAE_LOSS,0.46273223459720614,0.7233,0.433,7013.0,2987.0,
Cifar10,74,Which_one,7,MLP,MAE_LOSS,0.4420051783323288,0.7255,0.4417,7013.0,2987.0,
Cifar10,75,Which_one,7,MLP,MAE_LOSS,0.44806886836886406,0.7289,0.4373,7013.0,2987.0,
Cifar10,76,Which_one,7,MLP,MAE_LOSS,0.4449796676635742,0.725,0.4403,7013.0,2987.0,
Cifar10,77,Which_one,7,MLP,MAE_LOSS,0.43908428996801374,0.7291,0.4382,7013.0,2987.0,
Cifar10,78,Which_one,7,MLP,MAE_LOSS,0.4473941490054131,0.7248,0.4265,7013.0,2987.0,
Cifar10,79,Which_one,7,MLP,MAE_LOSS,0.43526206687092783,0.728,0.4333,7013.0,2987.0,
Cifar10,80,Which_one,7,MLP,MAE_LOSS,0.4354336425662041,0.7284,0.4361,7013.0,2987.0,
Cifar10,81,Which_one,7,MLP,MAE_LOSS,0.4332070715725422,0.7337,0.4361,7013.0,2987.0,
Cifar10,82,Which_one,7,MLP,MAE_LOSS,0.4369785562157631,0.7323,0.4392,7013.0,2987.0,
Cifar10,83,Which_one,7,MLP,MAE_LOSS,0.43654325008392336,0.7342,0.4443,7013.0,2987.0,
Cifar10,84,Which_one,7,MLP,MAE_LOSS,0.42337955683469775,0.7323,0.4405,7013.0,2987.0,
Cifar10,85,Which_one,7,MLP,MAE_LOSS,0.42079082056879996,0.7357,0.4403,7013.0,2987.0,
Cifar10,86,Which_one,7,MLP,MAE_LOSS,0.4191553801298141,0.7354,0.439,7013.0,2987.0,
Cifar10,87,Which_one,7,MLP,MAE_LOSS,0.4170082092285156,0.7329,0.4342,7013.0,2987.0,
Cifar10,88,Which_one,7,MLP,MAE_LOSS,0.4123068317770958,0.7322,0.4417,7013.0,2987.0,
Cifar10,89,Which_one,7,MLP,MAE_LOSS,0.4129758641123772,0.7388,0.4388,7013.0,2987.0,
Cifar10,90,Which_one,7,MLP,MAE_LOSS,0.40757245272397996,0.7394,0.4378,7013.0,2987.0,
Cifar10,91,Which_one,7,MLP,MAE_LOSS,0.41793602555990217,0.7395,0.4396,7013.0,2987.0,
Cifar10,92,Which_one,7,MLP,MAE_LOSS,0.4092899560928345,0.7296,0.4395,7013.0,2987.0,
Cifar10,93,Which_one,7,MLP,MAE_LOSS,0.4419022619724274,0.7281,0.4316,7013.0,2987.0,
Cifar10,94,Which_one,7,MLP,MAE_LOSS,0.4172357887029648,0.7371,0.4389,7013.0,2987.0,
Cifar10,95,Which_one,7,MLP,MAE_LOSS,0.40521835535764694,0.7414,0.4411,7013.0,2987.0,
Cifar10,96,Which_one,7,MLP,MAE_LOSS,0.39864940047264097,0.7305,0.4364,7013.0,2987.0,
Cifar10,97,Which_one,7,MLP,MAE_LOSS,0.4159051850438118,0.7385,0.4386,7013.0,2987.0,
Cifar10,98,Which_one,7,MLP,MAE_LOSS,0.40519961416721345,0.7428,0.4414,7013.0,2987.0,
Cifar10,99,Which_one,7,MLP,MAE_LOSS,0.4070713371038437,0.7426,0.4418,7013.0,2987.0,
Cifar10,100,Which_one,7,MLP,MAE_LOSS,0.40247326493263247,0.7368,0.4344,7013.0,2987.0,
Cifar10,101,Which_one,7,MLP,MAE_LOSS,0.408097230643034,0.742,0.4437,7013.0,2987.0,
Cifar10,102,Which_one,7,MLP,MAE_LOSS,0.4031451418995857,0.7414,0.4442,7013.0,2987.0,
Cifar10,103,Which_one,7,MLP,MAE_LOSS,0.4051245078444481,0.7427,0.4447,7013.0,2987.0,
Cifar10,104,Which_one,7,MLP,MAE_LOSS,0.4039955347776413,0.7409,0.4337,7013.0,2987.0,
Cifar10,105,Which_one,7,MLP,MAE_LOSS,0.40336198806762696,0.7456,0.4428,7013.0,2987.0,
Cifar10,106,Which_one,7,MLP,MAE_LOSS,0.3974606439471245,0.7454,0.4409,7013.0,2987.0,
Cifar10,107,Which_one,7,MLP,MAE_LOSS,0.39391545206308365,0.7392,0.4383,7013.0,2987.0,
Cifar10,108,Which_one,7,MLP,MAE_LOSS,0.3897066108882427,0.7419,0.4412,7013.0,2987.0,
Cifar10,109,Which_one,7,MLP,MAE_LOSS,0.4010355532169342,0.7403,0.4447,7013.0,2987.0,
Cifar10,110,Which_one,7,MLP,MAE_LOSS,0.41412783563137057,0.7385,0.4387,7013.0,2987.0,
Cifar10,111,Which_one,7,MLP,MAE_LOSS,0.4060193970799446,0.7414,0.4433,7013.0,2987.0,
Cifar10,112,Which_one,7,MLP,MAE_LOSS,0.3999577358365059,0.7421,0.4412,7013.0,2987.0,
Cifar10,113,Which_one,7,MLP,MAE_LOSS,0.39846090152859687,0.7434,0.443,7013.0,2987.0,
Cifar10,114,Which_one,7,MLP,MAE_LOSS,0.4015801101922989,0.7448,0.4445,7013.0,2987.0,
Cifar10,115,Which_one,7,MLP,MAE_LOSS,0.39737662971019744,0.7468,0.4404,7013.0,2987.0,
Cifar10,116,Which_one,7,MLP,MAE_LOSS,0.3989222377538681,0.7458,0.4422,7013.0,2987.0,
Cifar10,117,Which_one,7,MLP,MAE_LOSS,0.3914854362607002,0.7463,0.439,7013.0,2987.0,
Cifar10,118,Which_one,7,MLP,MAE_LOSS,0.3945386230945587,0.7435,0.4403,7013.0,2987.0,
Cifar10,119,Which_one,7,MLP,MAE_LOSS,0.39645513966679574,0.7475,0.4455,7013.0,2987.0,
Cifar10,120,Which_one,7,MLP,MAE_LOSS,0.39596239328384397,0.7468,0.4391,7013.0,2987.0,
Cifar10,121,Which_one,7,MLP,MAE_LOSS,0.4015558138489723,0.7308,0.424,7013.0,2987.0,
Cifar10,122,Which_one,7,MLP,MAE_LOSS,0.40150308012962344,0.7455,0.441,7013.0,2987.0,
Cifar10,123,Which_one,7,MLP,MAE_LOSS,0.3912399098277092,0.7461,0.4402,7013.0,2987.0,
Cifar10,124,Which_one,7,MLP,MAE_LOSS,0.3962705746293068,0.7456,0.4348,7013.0,2987.0,
Cifar10,125,Which_one,7,MLP,MAE_LOSS,0.3872736535966396,0.7442,0.4374,7013.0,2987.0,
Cifar10,126,Which_one,7,MLP,MAE_LOSS,0.38886642903089524,0.7535,0.4453,7013.0,2987.0,
Cifar10,127,Which_one,7,MLP,MAE_LOSS,0.3879368007183075,0.7474,0.4408,7013.0,2987.0,
Cifar10,128,Which_one,7,MLP,MAE_LOSS,0.39915312826633453,0.745,0.4366,7013.0,2987.0,
Cifar10,129,Which_one,7,MLP,MAE_LOSS,0.3867063269019127,0.7456,0.4347,7013.0,2987.0,
Cifar10,130,Which_one,7,MLP,MAE_LOSS,0.3932643495500088,0.7483,0.4357,7013.0,2987.0,
Cifar10,131,Which_one,7,MLP,MAE_LOSS,0.38716800287365916,0.7501,0.4368,7013.0,2987.0,
Cifar10,132,Which_one,7,MLP,MAE_LOSS,0.39378565847873687,0.7467,0.4432,7013.0,2987.0,
Cifar10,133,Which_one,7,MLP,MAE_LOSS,0.3990332305431366,0.741,0.4387,7013.0,2987.0,
Cifar10,134,Which_one,7,MLP,MAE_LOSS,0.4009837701916695,0.7502,0.4418,7013.0,2987.0,
Cifar10,135,Which_one,7,MLP,MAE_LOSS,0.3844399109482765,0.7496,0.4352,7013.0,2987.0,
Cifar10,136,Which_one,7,MLP,MAE_LOSS,0.3804967075586319,0.7528,0.434,7013.0,2987.0,
Cifar10,137,Which_one,7,MLP,MAE_LOSS,0.38732181712985037,0.7529,0.4363,7013.0,2987.0,
Cifar10,138,Which_one,7,MLP,MAE_LOSS,0.372344595938921,0.7525,0.436,7013.0,2987.0,
Cifar10,139,Which_one,7,MLP,MAE_LOSS,0.37784605622291567,0.7533,0.4415,7013.0,2987.0,
Cifar10,140,Which_one,7,MLP,MAE_LOSS,0.36962291076779363,0.7544,0.4366,7013.0,2987.0,
Cifar10,141,Which_one,7,MLP,MAE_LOSS,0.3761030912399292,0.7497,0.4337,7013.0,2987.0,
Cifar10,142,Which_one,7,MLP,MAE_LOSS,0.3736317649483681,0.7512,0.441,7013.0,2987.0,
Cifar10,143,Which_one,7,MLP,MAE_LOSS,0.3797917626798153,0.7417,0.4345,7013.0,2987.0,
Cifar10,144,Which_one,7,MLP,MAE_LOSS,0.3946580469608307,0.7482,0.4395,7013.0,2987.0,
Cifar10,145,Which_one,7,MLP,MAE_LOSS,0.3931734010577202,0.733,0.4359,7013.0,2987.0,
Cifar10,146,Which_one,7,MLP,MAE_LOSS,0.4173714481294155,0.739,0.4308,7013.0,2987.0,
Cifar10,147,Which_one,7,MLP,MAE_LOSS,0.4163223057985306,0.7409,0.4341,7013.0,2987.0,
Cifar10,148,Which_one,7,MLP,MAE_LOSS,0.39984457567334175,0.7504,0.4388,7013.0,2987.0,
Cifar10,149,Which_one,7,MLP,MAE_LOSS,0.37673009634017945,0.7545,0.4384,7013.0,2987.0,
Cifar10,150,Which_one,7,MLP,MAE_LOSS,0.3784099854528904,0.741,0.4318,7013.0,2987.0,
Cifar10,151,Which_one,7,MLP,MAE_LOSS,0.3757182084023952,0.756,0.4369,7013.0,2987.0,
Cifar10,152,Which_one,7,MLP,MAE_LOSS,0.3778269045054913,0.7565,0.4349,7013.0,2987.0,
Cifar10,153,Which_one,7,MLP,MAE_LOSS,0.37346068024635315,0.7522,0.4376,7013.0,2987.0,
Cifar10,154,Which_one,7,MLP,MAE_LOSS,0.3763816270977259,0.7523,0.4448,7013.0,2987.0,
Cifar10,155,Which_one,7,MLP,MAE_LOSS,0.36490856260061266,0.7567,0.4416,7013.0,2987.0,
Cifar10,156,Which_one,7,MLP,MAE_LOSS,0.36530976742506027,0.7581,0.4429,7013.0,2987.0,
Cifar10,157,Which_one,7,MLP,MAE_LOSS,0.36715631037950514,0.7581,0.4394,7013.0,2987.0,
Cifar10,158,Which_one,7,MLP,MAE_LOSS,0.3671124801039696,0.7569,0.4396,7013.0,2987.0,
Cifar10,159,Which_one,7,MLP,MAE_LOSS,0.3582014299929142,0.7588,0.4443,7013.0,2987.0,
Cifar10,160,Which_one,7,MLP,MAE_LOSS,0.36193998232483865,0.7587,0.446,7013.0,2987.0,
Cifar10,161,Which_one,7,MLP,MAE_LOSS,0.3618151552975178,0.7598,0.4414,7013.0,2987.0,
Cifar10,162,Which_one,7,MLP,MAE_LOSS,0.3606880858540535,0.7615,0.4455,7013.0,2987.0,
Cifar10,163,Which_one,7,MLP,MAE_LOSS,0.35438605174422266,0.7611,0.4476,7013.0,2987.0,
Cifar10,164,Which_one,7,MLP,MAE_LOSS,0.3521090716123581,0.7621,0.4442,7013.0,2987.0,
Cifar10,165,Which_one,7,MLP,MAE_LOSS,0.35276183411478995,0.7623,0.4489,7013.0,2987.0,
Cifar10,166,Which_one,7,MLP,MAE_LOSS,0.34909722879529,0.7629,0.4496,7013.0,2987.0,
Cifar10,167,Which_one,7,MLP,MAE_LOSS,0.360228868573904,0.7608,0.4411,7013.0,2987.0,
Cifar10,168,Which_one,7,MLP,MAE_LOSS,0.36275759637355803,0.7566,0.4411,7013.0,2987.0,
Cifar10,169,Which_one,7,MLP,MAE_LOSS,0.3643186718225479,0.7577,0.4409,7013.0,2987.0,
Cifar10,170,Which_one,7,MLP,MAE_LOSS,0.3715976871550083,0.7536,0.4355,7013.0,2987.0,
Cifar10,171,Which_one,7,MLP,MAE_LOSS,0.37030306458473206,0.7511,0.434,7013.0,2987.0,
Cifar10,172,Which_one,7,MLP,MAE_LOSS,0.3723883904516697,0.7556,0.44,7013.0,2987.0,
Cifar10,173,Which_one,7,MLP,MAE_LOSS,0.3945356771349907,0.7428,0.4382,7013.0,2987.0,
Cifar10,174,Which_one,7,MLP,MAE_LOSS,0.4021074570715427,0.748,0.437,7013.0,2987.0,
Cifar10,175,Which_one,7,MLP,MAE_LOSS,0.3921697586774826,0.7518,0.4349,7013.0,2987.0,
Cifar10,176,Which_one,7,MLP,MAE_LOSS,0.38304297924041747,0.7509,0.4325,7013.0,2987.0,
Cifar10,177,Which_one,7,MLP,MAE_LOSS,0.376457679271698,0.7501,0.4423,7013.0,2987.0,
Cifar10,178,Which_one,7,MLP,MAE_LOSS,0.3757300108671188,0.7476,0.4353,7013.0,2987.0,
Cifar10,179,Which_one,7,MLP,MAE_LOSS,0.3953641414642334,0.7562,0.4431,7013.0,2987.0,
Cifar10,180,Which_one,7,MLP,MAE_LOSS,0.38923767358064654,0.7571,0.4391,7013.0,2987.0,
Cifar10,181,Which_one,7,MLP,MAE_LOSS,0.3768483504652977,0.757,0.4432,7013.0,2987.0,
Cifar10,182,Which_one,7,MLP,MAE_LOSS,0.38215071707963943,0.7475,0.4396,7013.0,2987.0,
Cifar10,183,Which_one,7,MLP,MAE_LOSS,0.38794535100460054,0.7509,0.4438,7013.0,2987.0,
Cifar10,184,Which_one,7,MLP,MAE_LOSS,0.4036752931773663,0.734,0.4283,7013.0,2987.0,
Cifar10,185,Which_one,7,MLP,MAE_LOSS,0.39019965976476667,0.7557,0.4376,7013.0,2987.0,
Cifar10,186,Which_one,7,MLP,MAE_LOSS,0.37356431409716606,0.7609,0.4456,7013.0,2987.0,
Cifar10,187,Which_one,7,MLP,MAE_LOSS,0.3971377208828926,0.7522,0.4446,7013.0,2987.0,
Cifar10,188,Which_one,7,MLP,MAE_LOSS,0.3812271058559418,0.7603,0.4382,7013.0,2987.0,
Cifar10,189,Which_one,7,MLP,MAE_LOSS,0.36140103787183764,0.7616,0.4455,7013.0,2987.0,
